accuracy,architecture,baseline,checkpoint_step,dataset,episode_fingerprint,episodes,eval_episode_seed_offset,f1,model_id,n_query,n_shot,n_way,queries,roc_auc,seed,sources,task,training_seed,order,rung
0.8317057291666666,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8270324523251924,ordA_r3,12,10,2,3072,0.8848841941250035,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.48828125,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5093632958801498,ordA_r3,1,10,2,256,0.52532958984375,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.90234375,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9034749034749034,ordA_r3,1,10,2,256,0.96221923828125,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.5543619791666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5596654872949501,ordA_r3,12,10,2,3072,0.5829346974690756,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.7333984375,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.738255033557047,ordA_r3,4,10,2,1024,0.8147163391113281,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.8531901041666666,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.848301379078372,ordA_r3,12,10,2,3072,0.9093885507571432,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.49609375,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5168539325842697,ordA_r3,1,10,2,256,0.510223388671875,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.91796875,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9169960474308301,ordA_r3,1,10,2,256,0.97064208984375,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.5589192708333334,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5624798191798515,ordA_r3,12,10,2,3072,0.5801160600450304,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.783203125,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7869481765834933,ordA_r3,4,10,2,1024,0.8781623840332031,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.8460286458333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8407943453382699,ordA_r3,12,10,2,3072,0.9014407555800235,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.5078125,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5263157894736842,ordA_r3,1,10,2,256,0.51177978515625,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.91015625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9098039215686274,ordA_r3,1,10,2,256,0.96307373046875,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.564453125,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5636007827788649,ordA_r3,12,10,2,3072,0.5803905063205296,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.7666015625,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7717287488061128,ordA_r3,4,10,2,1024,0.8526935577392578,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.8570963541666666,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8525361101780315,ordA_r3,12,10,2,3072,0.9127420445586275,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.4921875,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5038167938931297,ordA_r3,1,10,2,256,0.510498046875,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.91796875,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9169960474308301,ordA_r3,1,10,2,256,0.96588134765625,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.5641276041666666,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5698682942499197,ordA_r3,12,10,2,3072,0.5830114152696397,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.7861328125,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7892204042348412,ordA_r3,4,10,2,1024,0.8758392333984375,0,"['ukr_rus', 'covid', 'midterm']",classification,0,A,3
0.8489583333333334,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8422841604350781,ordA_r5,12,10,2,3072,0.9071118961204905,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.52734375,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5433962264150943,ordA_r5,1,10,2,256,0.51959228515625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.9609375,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9609375,ordA_r5,1,10,2,256,0.9835205078125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.5530598958333334,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5617618895627194,ordA_r5,12,10,2,3072,0.5804165734185113,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.767578125,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7720306513409961,ordA_r5,4,10,2,1024,0.841888427734375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.7587890625,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7522567703109327,ordA_r5,12,10,2,3072,0.8265460606802055,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.515625,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5303030303030303,ordA_r5,1,10,2,256,0.5390625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.84375,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.84375,ordA_r5,1,10,2,256,0.91455078125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.556640625,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.563181526619628,ordA_r5,12,10,2,3072,0.577782948811849,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.8154296875,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8184438040345822,ordA_r5,4,10,2,1024,0.8930931091308594,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.8177083333333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8120805369127517,ordA_r5,12,10,2,3072,0.8808890571051845,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.52734375,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5433962264150943,ordA_r5,1,10,2,256,0.5338134765625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.9296875,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9296875,ordA_r5,1,10,2,256,0.972900390625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.5621744791666666,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5742323520101298,ordA_r5,12,10,2,3072,0.5961943732367622,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.7744140625,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7780979827089337,ordA_r5,4,10,2,1024,0.8616905212402344,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.7639973958333334,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7563025210084033,ordA_r5,12,10,2,3072,0.8387986637849006,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.515625,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5267175572519084,ordA_r5,1,10,2,256,0.5408935546875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.87890625,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8812260536398467,ordA_r5,1,10,2,256,0.94219970703125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.5537109375,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5567410281280311,ordA_r5,12,10,2,3072,0.5812269846598307,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.7998046875,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.803073967339097,ordA_r5,4,10,2,1024,0.8850612640380859,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020']",classification,0,A,5
0.8489583333333334,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8430311231393776,ordA_r7,12,10,2,3072,0.9086258427806323,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.52734375,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5535055350553506,ordA_r7,1,10,2,256,0.53411865234375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.96875,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9689922480620154,ordA_r7,1,10,2,256,0.98321533203125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.5553385416666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5579288025889968,ordA_r7,12,10,2,3072,0.5847384134928385,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.7685546875,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7732057416267942,ordA_r7,4,10,2,1024,0.848175048828125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.7555338541666666,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.74991674991675,ordA_r7,12,10,2,3072,0.827070674632303,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.5390625,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5597014925373134,ordA_r7,1,10,2,256,0.55657958984375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.87109375,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8725868725868726,ordA_r7,1,10,2,256,0.9349365234375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.5569661458333334,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5680736274198667,ordA_r7,12,10,2,3072,0.5798348320855035,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
